County,Name,Web Address,Physical Address,Phone Number,Email Address,Ages listed,Age categories,ABA Services (Yes or No),Early Intervention,Speech Therapy,Physical Therapy,Occupational Therapy,Community Transitions,Community Living,Parenting Education,Advocacy Support,IEP Support Services,In-School Services,Support Groups,Residential Services,Medical Provider,Hospital Treatments,Mentorship,Referrals,Other (List the other services)
Forsyth,TEACCH - Greensboro Center,https://teacch.com/regional-centers/greensboro-teacch-center/,"925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",919-966-1000,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,"Consultation, Parent Education"
Forsyth,Autism Society - Davie/Forsyth County Chapter Meeting,https://www.autismsociety-nc.org/events/davieforsyth-chapter-meeting/,"4403 Country Club Road Winston-Salem, NC 27104",N/A,Contact form on page,0+,"infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,"Autism Specialists, Social Recreation, Skill-Building"
Forsyth,The Children's Center,https://childrenscenternwnc.org/,"151 Jefferson Church Rd. King, NC 27021",336-983-4026,Contact form on page,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,"Family Counseling, Parenting Support, Youth Programs, The Cove Incentive Program"
Forsyth,The Special Children's School,https://www.wsfcs.k12.nc.us/Domain/5683,"4505 Shattalon Drive Winston-Salem, NC 27106",336-703-4191,sggilmer@wsfcs.k12.nc.us,3-12 yr,"toddlers, preschoolers, children",No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Licensed Special Education Teachers, Exceptional Children Adaptive Services"
Forsyth,The Enrichment Center,https://www.enrichmentarc.org/,"1006 South Marshall Street Winston-Salem, NC 27101",336-777-0076,Contact form on page,18+,adults,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,"Health and Safety Skills, Communicatin and Language Development, Financial Independence, Adult Day Program, Independent Living Skills, Peer Socialization"
Forsyth,Smart Start of Forsyth County,https://smartstart-fc.org/,"7820 North Point Blvd #200, Winston-Salem, NC 27106",336-725-6011,Contact form on page,0-5,"infants, toddlers, children",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,"NC Pre-K Program, Teaching Partners, Behavioral Supports, Coaching, Instructional Support, Teacher Educator Programs, Family Child Care Owner Trainings and Grants"
Forsyth,Hampton Counseling,http://www.hamptoncfs.com/,"936 W 4th Street Suite 202 Winston Salem, NC 27101",336-618-7594,Contact form on page,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Marriage & Family Therapy
Forsyth,ABC of NC Child Development Center,https://abcofnc.org/,"905 Friedberg Church Rd, Winston-Salem, NC 27127",336-251-1180,Contact form on page,1.5-22,"toddlers, preschoolers, children, adolescents, adults",Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,"Counseling Services, Education Programs"
Forsyth,Atrium Health Wake Forest Baptist,https://www.wakehealth.edu/Search?q=amos%20cottage&utm_source=GMB&utm_medium=Listing&utm_campaign=amos_cottage,"Medical Center Boulevard, Winston-Salem, NC 27127",336-716-3988,myWakeHealth@wakehealth.edu,0+,"infants, toddlers, preschoolers, children, adolescents, young adults, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,"Social Work Services, Emergency Services"
Forsyth,Caring Hands Peadtric Therapy,https://www.facebook.com/CaringHandsPediatricTherapyInc/,"1531 Westbrook Plaza Dr C, Winston-Salem, NC 27103",336-659-1215,Contact through Facebook,0-21,"infants, toddlers, preschoolers, children, adolescents, young adults",No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,
Forsyth,Autism Social Group,http://www.concordumclewisville.org/289413,"8955 Concord Church Road, Lewisville, NC 27023",336-945-3691,Contact form on page,13-19,teenagers,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,"Church, Religious Services"
Forsyth,Sensory Friendly Mondays,https://downtown.kaleideum.org/visit/accessibility/,"390 S Liberty St, Winston-Salem, NC 27101",336-723-9111,cferguson@kaleideum.org,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Sensory Programs, Activities for Persons with Autism"
Forsyth,Sensory Storytime,https://www.forsyth.cc/library/childrenslibrary/story.aspx?StoryID=22922,"660 West Fifth Street, Winston-Salem 27101",336-703-3040,Contact form on page,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Sensory Storytimes
Forsyth,Cardinal Innovations Healthcare,https://www.cardinalinnovations.org/,"650 Highland Avenue, Suite 130, Winston-Salem, NC 27101",336-714-9100,,,,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,
Forsyth,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"3325 Silas Creek Parkway, Winston-Salem, NC 27103",336-716-2372,N/A,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,"Food Assistance, Developmental Assessments"
Forsyth,Riverwood Therapeutic Riding Center,https://riverwoodtrc.org/,"6825 Rollingview Drive,Tobaccoville, NC 27050",336-922-6426,,3+,,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,Equine Therapy
Franklin,Amazing Kids of NC,https://amazingkidsofnc.org/,"88 Wheaton Ave, Youngsville, NC 27596",919-435-6970,tameeka@amazingkidsofnc.org,0-21,"infants, toddlers, preschoolers, children, adolescents, young adults",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,"Medicaid Required, Home modifications, vehicle modification, Assistive Technology, Adaptive Tricycle, Medical supplies and equpiment, disposable incontinence products, respite care, CAP/C "
Franklin,The Miracle League of Franklin county,http://www.miracleleagueoffranklincounty.com/?fbclid=IwAR2GtEH21cr2CPNLaXqFxqfiaSAZlh7-LEG8HhqlwagENK9e2A2HFno03Pg,"1753 Long Mill Rd, Youngsville, NC 27596 ",919-291-1040,miracleleaguefranklincounty@gmail.com,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No ,Baseball league for kids with disabilities 
Franklin,Tar River Speech & Language,,"3096 NC-39, Louisburg, NC 27549",919-496-2219,,0-12,tele-therapy ,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,100% tele-therapy
Franklin,Cora Physical Therapy,https://www.coraphysicaltherapy.com/,"1501 N Bickett Blvd f, Louisburg, NC 27549",919-497-8414,info@corahealth.com,All ages ,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,
Franklin,Cardinal Innovations Healthcare Solutions,https://www.cardinalinnovations.org/,"134 S. Garnett Street Henderson, NC 27536",1-252-430-1330,,0+,"infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, Employment support"
Franklin,Vaya Health ,https://www.vayahealth.com/,,,,All ages ,,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, case managers "
Franklin,Durham Children's Services Development Agency,https://beearly.nc.gov/index.php/contact/cdsa,"Bull City Business Center, Suite 201, 115 Market Street, Durham, NC 27701",919-560-5600,portia.pope@dhhs.nc.gov,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Franklin,ASNC Franklin County Chapter ,www.facebook.com/groups/asnc.franklin,,800-442-2762,franklinchapter@autismsociety-nc.org,all ages ,,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,
Gaston,Compleat Kidz,https://www.compleatkidz.com,"2675 Court Drive Gastonia, NC 28054",,,0-7 ,"0-7 (ABA) 0-18 (Physical, occuptional and speech therapy) ",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Aquatic Therapy 
Gaston,Phoenix Counseling Center - Gastonia Crisis and Recovery Center,,"2505 Court Dr, Gastonia, NC 28054",704-842-6359,,18+,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Focus on addiction recovery and counseling
Gaston,Brighter Horizons Psychological Services,https://brighterhorizonspsych.com/about,"839 Majestic Court, Suite 9, Gastonia, NC 28054",704-671-2381,,0-65+,"infants, toddlers, preschoolers, children, adolescents, adults",No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes," Autism evaluations, autism family support"
Gaston,The Arc of Gaston County,https://gastoncountyarc.org,"200 East Franklin Ave. Gastonia, NC 28052",704-861-1036,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"Health & Wellness, education and advocacy for those with developmental disabilities "
Gaston,Kamp Kaleidoscope,https://www.veryspecialcamps.com/summer-camps/Kamp-Kaleidoscope-2619.html,"200 East Franklin Ave. Gastonia, NC 28052",,,7-77,"children, adolescents, adults",No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Summer program for individuals with developmental disabilities 
Gaston,Bit of Hope Ranch, http://www.bitofhoperanch.org/ ,"5001 CR Wood Road, Gastonia, NC 28056",704-862-0095,info@bitofhoperanch.org,5+,,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Equine therapy programs for students with disabilities (Autism) 
Gaston,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1429 East Marion Street, Suite 5, Shelby, NC 28150",704-480-5440,angie.phipps@dhhs.nc.gov,0-3,"infants, toddlers, preschoolers",No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,IFSP
Gaston,Shining Hopes Farms,https://shininghopefarms.org/,"328 Whippoorwill Lane, Mt Holly, NC, 28120",704-827-3788,,,"children, adults",No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Therapeutic services 
Gaston,Victory Farm,https://victoryrides.org/,"5071 Victory Trail, Gastonia, NC 28056",704-241-2270,info@VictoryRides.org,,"children, adults",No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Therapeutic riding
Gates,Albemarle Alliance for Children and Families Child Care Resource,https://www.aacfnc.org/,"1403 Parkview Dr. Elizabeth City, NC 27909-6533",252-333-1233,contact@albemarleacf.org,6-12,Children,No,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,"Parenting programs, early literacy, childcare"
Gates,Autism Society of North Carolina ,https://www.autismsociety-nc.org/,"100 E. Colonial Ave, Elizabeth City, NC 27909",252-756-1316,tfetzer@autismsociety-nc.org,0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,
Gates,TEACCH® Autism Program: Greenville Center,https://teacch.com/regional-centers/greenville-teacch-center/,"108-D West Fire Tower Road Winterville, NC 28590",252-830-3300,"jill_Scercy@med.unc.edu, sharonda_sutton-smith@med.unc.edu",0+,"Infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Gates,Eastern Seals UCP NC and VA Employment Services,http://www.easterseals.com/NCVA/our-programs/adult-services/intellectual-and.html,"600 Lynndale Court Greenville, NC 27858 (Suite A)",252-353-8001,,"18+, 6-20",Adults,Yes,Yes ,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,
Gates,Integrated Family Services Mobile Crisis Management Services,http://www.integratedfamilyservices.net/services/mobile-crisis-management/,"312 S Academy Street P.O. Box 885 Ahoskie, NC 27910",252-209-0388,,0-12,"Infants, toddler, preschool, children",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,"Psychiatric services, intensive in-home services, crisis management"
Gates,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"1417 Parkview Drive, PO Box 189, Elizabeth City, NC 27909",252-338-4044,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Gates,Autism Society of Eastern NC Social Recreation Program Summer Day Camp,https://www.autismsociety-nc.org/wp-content/uploads/EASTERN-NC-SOCIAL-RECREATION-PROGRAM-FAQ-6-24-18.pdf ,"101 N Church St Richlands, NC 28574, 50 College Rd Bolivia, NC 28422, 705 S Kerr Avenue Wilmington, NC 28403, 113 Roberts Road, Newport, NC 28510,  4882 Reedy Branch Road, Winterville, NC 28590",252-658-3020,,4-22,"Preschool, children, adolescents, young adults",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,"summer day camps, afterschool and adult programs"
Graham,Appalachian Community Services,https://www.acswnc.com/,"217 South Main St. Robbinsville, NC 28771


",1-888-315-2880,administration@acswnc.com,,"children, adults",No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Yes ,"Respite services, supported employment, therapy, adult recovery services, family therapy "
Graham,Head Start,http://www.foursquarecommunityactioninc.com/headstart.htm,"141 Moose Branch Road, Robbinsville, NC, 28771",828-321-4475,,3-5,preschoolers,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,
Graham,Family Support Network of Region A,https://www.facebook.com/FamilySupportNetworkofRegionA," 87 Bonnie Lane Sylva, NC 28779
",828-631-3900,jmiller@rapc.org,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,
Graham,Southwestern Child Development Services,http://www.swcdcinc.org/,"468 Rodney Orr By Pass, US 19, Robbinsville, NC 28771",828-586-5561,darby.karen@swcdcinc.org,,,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,
Granville,Cardinal Innovations Healthcare Solutions,https://www.cardinalinnovations.org/,"134 S. Garnett Street Henderson, NC 27536",1-252-430-1330,,0+,"infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,"Medicaid, case managers "
Granville,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"115 Market Street, Suite 201,Durham, NC 27701-3221",919-560-5600,N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Greene,Children's Developmental Services Agency,https://beearly.nc.gov/index.php/contact/cdsa,"1805 Charles Boulevard, Greenville, NC 27858-4353",252-737-1177,melvink16@ecu.edu,0-3,"Infants, toddler",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Greene,Partnership for Children,https://www.lgpfc.org/,"201 Dobbs St. Snow Hill, NC 28580",252-747-7116 ext. 257,,0+,"Infants, toddler, preschool, children, adolescents, adults",No,Yes,No,No,No,No,No,Yes ,No,No,No,No,No,Yes,No,No,No,
Greene,Stepping Stones ABA,https://steppingstonesaba.com/,"4929 Darcy Woods Lane, Fuquay-Varina, NC 27526",919-810-1459,rebecca@steppingstonesaba.com,,"Toddlers, preschoolers, children, adolescents, young adults",Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,
Guilford,TEACCH - Greensboro Center," https://teacch.com/regional-centers/greensboro-teacch-center/ 
","925 Revolution Mill Drive, Suite 7 Greensboro, NC 27405",336-334-5773,vmatier@unc.edu,0+,"infants, toddlers, preschoolers, children, adolescents, adults",Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,
Guilford,Autism Unbound,https://autismunbound.org/ ,"PO Box 41166, Greensboro, NC 27404",336.218.6163,info@autismunbound.org,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,"Advocacy, housing support, Parental Support, community involvment "
Guilford,Guilford County Autism Hispanic Support Group Meeting,"https://www.nccdd.org/calendar-map/1513.html
","812 Duke St., Greensboro, NC 27401",336-253-2482 ,mmaldonado@autismsociety-nc.org ,0+,"infants, toddlers, preschoolers, children, adolescents, young adults",No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,
Guilford,"Sarah Gates, Psychological Associate, MA, LPA",https://www.carolinapsychological.com/,"1501 Highwoods Blvd Suite 101, Greensboro, NC 27410",336-272-0855,Contact form on page,,,No,Yes ,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,"Cognitive behavioral (CBT), Testing and Evaluation"
Guilford,"Elizabeth Curtiss-Cabell, PhD, NBCT",https://www.facebook.com/Dr.CurtissCabell/,"Greensboro, North Carolina 27409 ",336-415-4226 ,dr.curtisscabell@gmail.com,11+,"adolescents, teens, adults",No,Yes ,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,
Guilford,Cheshire Center,https://www.cheshirecenter.net/about-us/,"2500 N Church St, Greensboro, NC 27405",336-375-2240,Contact form on page,0-21,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,
Guilford,The Arc of Greensboro,https://arcg.org/,"14 Oak Branch Dr, Greensboro, NC 27407",336-373-1076,Contact form on page,0+,"infants, toddlers, preschoolers, children, adolescents, adults",No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,"Sports, employment support, advocacy and arts programs"
Guilford,"Community Access Therapy Services, Inc ",https://www.facebook.com/CommunityAccessTherapyServices/,"5 Dundas Cir, Suite B Greensboro, NC 27407",336-294-3338,Contact on Facebook,0-21,"infants, toddlers, preschoolers, children, adolescents, teens, young adults",No,Yes ,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,
Guilford,Horsepower Therapeutic Learning Center,https://www.horsepower.org/,"4537 Walpole Rd High Point, NC 27265",336-931-1424,ride@horsepower.org,3+,,No,No,Yes,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,therapeutic riding
Guilford,Afternoon at McNairy Public Library,https://library.greensboro-nc.gov/locations/glenn-mcnairy,"4860 Lake Jeanette Rd.Greensboro, NC 27455 ",336-373-2015,N/A,,children,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,One Saturday a month Autism Afternoon held - includes storytime
Guilford,Sensory Friendly Fridays at Greensboro Science Center,https://library.greensboro-nc.gov/services/children-parents/programs-storytimes,"4301 Lawndale Drive Greensboro, NC 27455",336-288-3769,info@greensboroscience.org,0+,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,First Friday Fun Sensory Movie Nite
Guilford,Herbin-Metz Education Center,https://www.gcsnc.com/herbin-metz_education_center,"400 O'Ferrell St, Greensboro, NC 27405","336-333-7065

",N/A,5-14,"children, adolescents",No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,"Serves students with intensive special educational needs, small class sizes"
Guilford,Allegro Music Therapy,"http://www.allegromusictherapy.com/home.html
","501 S. Mendenhall St. Greensboro, NC  27403",336.681.8104,allegromusictherapy@gmail.com,,"children, adolescents, teens, adults",No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Music therapy
Guilford,Family Support Network of Central NC,https://www.fsncc.org/,"801 Green Valley Rd, Greensboro, NC 27408
","336-832-6507
",support@fsncc.org,0,NICU family support ,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Provides free support to families with a child in the NICU
Guilford,North Carolina Infant-Toddler Program (NC ITP),https://beearly.nc.gov/index.php/contact/cdsa,"122 N. Elm St., Suite 400 Greensboro, NC 27401","336-334-5601 
",N/A,0-3,"infants, toddlers, preschoolers",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,North Carolina Infant-Toddler Program (NC ITP) 
Halifax,Life Inc.,https://www.lifeincorporated.com/,"706 S. McDaniel St Enfield, NC 27823",919-778-1900,info@lifeincorporated.com,18+,Adults,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Promotes and supports independent living for adults with disabilities
Halifax,Autism Society of Halifax County,https://www.autismsociety-nc.org/events/halifax-county-chapter-meeting/,"600B Jackson St. Roanoke Rapids, NC 27870",800-442-2762,,0+,"infants, toddler, preschool, children, adolescents, adults",Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,
